FIRST,LAST,ID,BATS,TEAM,YEAR,AGE,AgeDiff,Tm,Lg,Lev,Aff,G,PA,AB,R,H,_2B,_3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,BB_Percent,K_percent,BB_K,HR_Percent,IOS
Nick,Dalesandro,dalesa000nic,Right,Arizona Diamondbacks,2018,21,0.5,Missoula,PION,Rk,ARI,45,171,149,24,45,9,1,0,21,4,1,20,22,.302,.382,.376,.758,56,6,0,1,1,0,11.696,12.865,90.909,0.000,0.074
Hunter,Oliver,oliver000hun,Right,Cincinnati Reds,2018,20,-0.3,Greeneville,APPY,Rk,CIN,38,137,125,27,32,5,0,6,20,0,2,7,39,.256,.307,.440,.747,55,2,3,0,2,0,5.109,28.467,17.949,4.380,0.184
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2013,18,,,,Rk,ARI,57,250,221,43,62,11,8,2,33,4,3,23,41,.281,.356,.430,.786,95,10,4,0,2,0,9.200,16.400,56.098,0.800,0.149
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2013,18,-1.7,Diamondbacks,ARIZ,Rk,ARI,40,177,154,31,45,8,8,1,20,3,3,17,21,.292,.373,.468,.840,72,9,4,0,2,0,9.605,11.864,80.952,0.565,0.176
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2013,18,-2.6,Missoula,PION,Rk,ARI,17,73,67,12,17,3,0,1,13,1,0,6,20,.254,.315,.343,.658,23,1,0,0,0,0,8.219,27.397,30.000,1.370,0.089
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2014,19,-2.5,South Bend,MIDW,A,ARI,131,561,509,69,132,27,4,8,49,6,3,38,98,.259,.314,.375,.689,191,7,5,3,6,0,6.774,17.469,38.776,1.426,0.116
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2015,20,-2.6,Visalia,CALL,A+,ARI,123,524,480,75,153,33,4,17,72,14,4,24,69,.319,.357,.510,.867,245,9,10,0,10,1,4.580,13.168,34.783,3.244,0.191
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2015,20,-3.9,Sydney,AUBL,Fgn,,26,115,107,12,32,5,0,0,7,3,2,5,6,.299,.333,.346,.679,37,2,1,1,1,0,4.348,5.217,83.333,0.000,0.047
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2016,21,-3.0,Mobile,SOUL,AA,ARI,122,469,435,50,114,21,1,5,36,10,5,26,60,.262,.312,.349,.661,152,18,6,1,1,0,5.544,12.793,43.333,1.066,0.087
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2016,21,-1.3,Salt River,AZFL,Fal,,16,66,60,7,14,1,0,1,7,0,1,6,6,.233,.303,.300,.603,18,2,0,0,0,0,9.091,9.091,100.000,1.515,0.067
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2017,22,,,,AA-Rk,ARI,106,413,384,39,102,19,3,9,56,2,2,16,43,.266,.305,.401,.706,154,15,8,0,5,1,3.874,10.412,37.209,2.179,0.135
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2017,22,-2.1,Jackson,SOUL,AA,ARI,104,406,377,38,100,19,3,8,55,2,2,16,43,.265,.305,.395,.701,149,15,8,0,5,1,3.941,10.591,37.209,1.970,0.130
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2017,22,2.2,Diamondbacks,ARIZ,Rk,ARI,2,7,7,1,2,0,0,1,1,0,0,0,0,.286,.286,.714,1.000,5,0,0,0,0,0,0.000,0.000,0.000,14.286,0.428
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2018,23,,,,AA-AAA,ARI,114,468,431,71,126,21,5,19,74,4,3,26,73,.292,.341,.497,.838,214,11,7,0,2,2,5.556,15.598,35.616,4.060,0.205
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2018,23,-3.4,Reno,PCL,AAA,ARI,7,25,23,6,9,1,0,4,6,0,0,2,2,.391,.440,.957,1.397,22,0,0,0,0,0,8.000,8.000,100.000,16.000,0.566
Jamie,Westbrook,westbr000jam,Right,Arizona Diamondbacks,2018,23,-0.9,Jackson,SOUL,AA,ARI,107,443,408,65,117,20,5,15,68,4,3,24,71,.287,.336,.471,.806,192,11,7,0,2,2,5.418,16.027,33.803,3.386,0.184
Calten,Daal,daal--000car,Right,Cincinnati Reds,2013,19,,,,Rk,CIN,21,75,70,7,14,1,0,0,7,2,0,4,19,.200,.243,.214,.458,15,2,0,1,0,0,5.333,25.333,21.053,0.000,0.014
Calten,Daal,daal--000car,Right,Cincinnati Reds,2013,19,-1.6,Billings,PION,Rk,CIN,15,53,49,4,11,1,0,0,4,2,0,3,13,.224,.269,.245,.514,12,2,0,1,0,0,5.660,24.528,23.077,0.000,0.021
Calten,Daal,daal--000car,Right,Cincinnati Reds,2013,19,-0.7,Reds,ARIZ,Rk,CIN,6,22,21,3,3,0,0,0,3,0,0,1,6,.143,.182,.143,.325,3,0,0,0,0,0,4.545,27.273,16.667,0.000,0.000
Calten,Daal,daal--000car,Right,Cincinnati Reds,2014,20,-1.5,Dayton,MIDW,A,CIN,95,370,345,46,102,10,3,1,29,13,3,19,60,.296,.334,.351,.685,121,11,1,5,0,1,5.135,16.216,31.667,0.270,0.055
Calten,Daal,daal--000car,Right,Cincinnati Reds,2015,21,-1.7,Daytona,FLOR,A+,CIN,112,415,381,38,103,6,0,0,30,21,5,21,61,.270,.311,.286,.597,109,9,3,6,4,1,5.060,14.699,34.426,0.000,0.016
Calten,Daal,daal--000car,Right,Cincinnati Reds,2016,22,-2.0,Pensacola,SOUL,AA,CIN,40,127,116,15,36,3,1,1,6,5,1,9,26,.310,.365,.379,.744,44,4,1,1,0,0,7.087,20.472,34.615,0.787,0.069
Calten,Daal,daal--000car,Right,Cincinnati Reds,2018,24,1.6,Daytona,FLOR,A+,CIN,4,15,15,3,5,1,0,0,0,0,0,0,3,.333,.333,.400,.733,6,0,0,0,0,0,0.000,20.000,0.000,0.000,0.067
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2015,17,-1.3,Reds,DOSL,FRk,CIN,45,201,174,29,44,5,0,0,13,7,2,22,40,.253,.347,.282,.628,49,1,3,2,0,0,10.945,19.900,55.000,0.000,0.029
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2016,18,-1.8,Reds,ARIZ,Rk,CIN,15,52,50,4,5,1,0,0,1,0,0,2,16,.100,.135,.120,.255,6,0,0,0,0,0,3.846,30.769,12.500,0.000,0.020
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2017,19,,,,Rk,CIN,36,123,110,17,23,1,0,1,11,0,2,7,25,.209,.264,.245,.510,27,1,2,2,2,0,5.691,20.325,28.000,0.813,0.036
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2017,19,-0.8,Reds,ARIZ,Rk,CIN,19,79,71,12,15,1,0,1,9,0,1,3,13,.211,.260,.268,.527,19,1,2,2,1,0,3.797,16.456,23.077,1.266,0.057
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2017,19,-1.8,Billings,PION,Rk,CIN,17,44,39,5,8,0,0,0,2,0,1,4,12,.205,.273,.205,.478,8,0,0,0,1,0,9.091,27.273,33.333,0.000,0.000
Urwin,Juaquin,juaqui000urw,Right,Cincinnati Reds,2018,20,-0.5,Billings,PION,Rk,CIN,49,93,87,10,18,1,1,0,10,2,0,3,22,.207,.239,.241,.481,21,2,1,1,1,0,3.226,23.656,13.636,0.000,0.034
Juan,Batista,batist007jua,Right,Arizona Diamondbacks,2018,17,-0.7,Diamondbacks 2,DOSL,FRk,ARI,63,260,224,26,45,9,3,1,14,10,8,23,61,.201,.291,.281,.573,63,4,6,6,1,1,8.846,23.462,37.705,0.385,0.080
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2013,16,-2.4,Red Sox,DOSL,FRk,BOS,58,198,156,25,30,5,4,1,14,9,2,33,48,.192,.332,.295,.627,46,1,2,2,5,0,16.667,24.242,68.750,0.505,0.103
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2014,17,-1.3,Red Sox,DOSL,FRk,BOS,30,132,99,19,22,3,1,0,6,9,1,28,25,.222,.403,.273,.676,27,3,2,3,0,0,21.212,18.939,112.000,0.000,0.051
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2015,18,-1.5,Red Sox,GULF,Rk,BOS,28,124,100,22,26,5,0,0,6,8,4,21,33,.260,.387,.310,.697,31,0,1,0,2,0,16.935,26.613,63.636,0.000,0.050
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2016,19,,,,A,BOS,109,467,390,55,106,20,6,7,38,17,12,66,118,.272,.381,.408,.789,159,2,5,3,3,0,14.133,25.268,55.932,1.499,0.136
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2016,19,-2.5,Greenville,SALL,A,BOS,64,275,229,39,71,16,4,4,25,14,6,37,58,.310,.412,.467,.879,107,1,4,3,2,0,13.455,21.091,63.793,1.455,0.157
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2016,19,-2.6,Kane County,MIDW,A,ARI,45,192,161,16,35,4,2,3,13,3,6,29,60,.217,.339,.323,.662,52,1,1,0,1,0,15.104,31.250,48.333,1.562,0.106
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2017,20,-1.3,Kane County,MIDW,A,ARI,53,201,175,21,40,13,0,2,7,8,4,22,54,.229,.318,.337,.655,59,0,1,3,0,0,10.945,26.866,40.741,0.995,0.108
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2018,21,,,,A+-A,ARI,90,361,321,33,80,17,3,2,22,5,8,37,73,.249,.328,.340,.667,109,2,1,1,1,2,10.249,20.222,50.685,0.554,0.091
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2018,21,-1.3,Visalia,CALL,A+,ARI,63,249,227,23,51,12,2,2,15,5,5,19,50,.225,.286,.322,.608,73,1,1,1,1,0,7.631,20.080,38.000,0.803,0.097
Luis,Alejandro Basabe,basabe001lui,Both,Arizona Diamondbacks,2018,21,-0.3,Kane County,MIDW,A,ARI,27,112,94,10,29,5,1,0,7,0,3,18,23,.309,.420,.383,.803,36,1,0,0,0,2,16.071,20.536,78.261,0.000,0.074
Jorge,Barrosa,barros001jor,Both,Arizona Diamondbacks,2018,17,,,,FRk-Rk,ARI,68,308,265,64,74,8,6,3,23,39,8,29,45,.279,.373,.389,.762,103,2,12,0,2,0,9.416,14.610,64.444,0.974,0.110
Jorge,Barrosa,barros001jor,Both,Arizona Diamondbacks,2018,17,-2.4,Diamondbacks,ARIZ,Rk,ARI,10,47,43,4,10,0,2,0,1,2,2,3,6,.233,.298,.326,.623,14,0,1,0,0,0,6.383,12.766,50.000,0.000,0.093
Jorge,Barrosa,barros001jor,Both,Arizona Diamondbacks,2018,17,-3.5,Missoula,PION,Rk,ARI,6,20,18,3,3,0,1,0,1,0,0,1,5,.167,.200,.278,.478,5,1,0,0,1,0,5.000,25.000,20.000,0.000,0.111
Jorge,Barrosa,barros001jor,Both,Arizona Diamondbacks,2018,17,-0.7,Diamondbacks 1,DOSL,FRk,ARI,52,241,204,57,61,8,3,3,21,37,6,25,34,.299,.402,.412,.814,84,1,11,0,1,0,10.373,14.108,73.529,1.245,0.113
Matt,Jones,jones-012mat,Left,,2014,20,0.4,Dodgers,ARIZ,Rk,LAD,23,73,66,4,12,2,0,0,4,3,0,7,33,.182,.260,.212,.472,14,0,0,0,0,0,9.589,45.205,21.212,0.000,0.030
Matt,Jones,jones-012mat,Left,,2015,21,0.1,Ogden,PION,Rk,LAD,67,289,267,50,80,18,3,11,47,0,2,17,87,.300,.343,.513,.856,137,2,2,0,3,1,5.882,30.104,19.540,3.806,0.213
Matt,Jones,jones-012mat,Left,,2016,22,0.4,Great Lakes,MIDW,A,LAD,89,344,283,42,62,11,2,9,38,2,3,51,112,.219,.352,.367,.719,104,2,8,0,2,0,14.826,32.558,45.536,2.616,0.148
Matt,Jones,jones-012mat,Left,,2017,23,2.2,Ogden,PION,Rk,LAD,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2014,22,-2.3,Southern Illinois,FRON,Ind,,28,107,93,10,28,2,0,2,15,1,2,7,15,.301,.356,.387,.743,36,,2,3,2,0,6.542,14.019,46.667,1.869,0.086
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2015,23,,,,Rk-AA,ARI,32,122,110,11,28,7,1,1,14,0,0,10,22,.255,.322,.364,.686,40,2,1,1,0,0,8.197,18.033,45.455,0.820,0.109
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2015,23,-1.1,Mobile,SOUL,AA,ARI,3,12,12,0,3,0,0,0,2,0,0,0,2,.250,.250,.250,.500,3,0,0,0,0,0,0.000,16.667,0.000,0.000,0.000
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2015,23,2.1,Missoula,PION,Rk,ARI,29,110,98,11,25,7,1,1,12,0,0,10,20,.255,.330,.378,.708,37,2,1,1,0,0,9.091,18.182,50.000,0.909,0.123
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2016,24,,,,A+-AA-AAA,ARI,23,74,67,6,13,7,0,0,4,0,1,6,13,.194,.257,.299,.555,20,2,0,0,1,0,8.108,17.568,46.154,0.000,0.105
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2016,24,-2.5,Reno,PCL,AAA,ARI,1,1,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,0.000,0.000,0.000,0.000,1.000
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2016,24,0.0,Mobile,SOUL,AA,ARI,9,32,31,3,4,2,0,0,2,0,0,0,7,.129,.125,.194,.319,6,0,0,0,1,0,0.000,21.875,0.000,0.000,0.065
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2016,24,1.5,Visalia,CALL,A+,ARI,13,41,35,2,8,4,0,0,2,0,1,6,6,.229,.341,.343,.684,12,2,0,0,0,0,14.634,14.634,100.000,0.000,0.114
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2017,25,2.3,Visalia,CALL,A+,ARI,88,329,283,37,67,8,1,10,40,0,3,37,55,.237,.332,.378,.710,107,5,5,1,3,0,11.246,16.717,67.273,3.040,0.141
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2018,26,,,,AA-Rk,ARI,46,164,148,16,36,5,0,4,22,0,1,14,55,.243,.311,.358,.669,53,1,1,0,1,1,8.537,33.537,25.455,2.439,0.115
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2018,26,2.1,Jackson,SOUL,AA,ARI,41,147,132,14,33,5,0,3,18,0,1,13,51,.250,.320,.356,.676,47,0,1,0,1,1,8.844,34.694,25.490,2.041,0.106
Matt,Jones,jones-011mat,Right,Arizona Diamondbacks,2018,26,6.6,Diamondbacks,ARIZ,Rk,ARI,5,17,16,2,3,0,0,1,4,0,0,1,4,.188,.235,.375,.610,6,1,0,0,0,0,5.882,23.529,25.000,5.882,0.187
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2017,18,,,,FRk,CIN,48,159,139,16,30,8,1,1,22,3,2,17,43,.216,.308,.309,.618,43,2,2,0,1,0,10.692,27.044,39.535,0.629,0.093
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2017,18,-0.1,Reds,DOSL,FRk,CIN,28,87,78,8,13,3,0,0,8,2,2,9,29,.167,.253,.205,.458,16,1,0,0,0,0,10.345,33.333,31.034,0.000,0.038
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2017,18,-0.1,Rojos,DOSL,FRk,CIN,20,72,61,8,17,5,1,1,14,1,0,8,14,.279,.375,.443,.818,27,1,2,0,1,0,11.111,19.444,57.143,1.389,0.164
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2018,19,,,,FRk-Rk,CIN,52,214,176,30,49,14,8,4,27,4,3,33,65,.278,.407,.517,.924,91,1,5,0,0,0,15.421,30.374,50.769,1.869,0.239
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2018,19,-0.4,Reds,ARIZ,Rk,CIN,17,63,54,9,17,4,2,1,5,2,1,8,23,.315,.413,.519,.931,28,0,1,0,0,0,12.698,36.508,34.783,1.587,0.204
Fidel,Castro,castro002fid,Left,Cincinnati Reds,2018,19,1.3,Reds,DOSL,FRk,CIN,35,151,122,21,32,10,6,3,22,2,2,25,42,.262,.404,.516,.920,63,1,4,0,0,0,16.556,27.815,59.524,1.987,0.254
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2016,17,,,,FRk,ARI,56,228,193,23,42,4,1,0,22,8,2,21,18,.218,.321,.249,.570,48,6,9,4,1,0,9.211,7.895,116.667,0.000,0.031
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2016,17,-1.2,Diamondbacks 2,DOSL,FRk,ARI,21,93,78,5,15,2,0,0,7,2,0,8,6,.192,.289,.218,.507,17,3,3,3,1,0,8.602,6.452,133.333,0.000,0.026
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2016,17,-1.2,Diamondbacks 1,DOSL,FRk,ARI,35,135,115,18,27,2,1,0,15,6,2,13,12,.235,.343,.270,.613,31,3,6,1,0,0,9.630,8.889,108.333,0.000,0.035
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2017,18,,,,Rk-FRk,ARI,59,237,220,33,61,12,4,4,24,5,2,10,27,.277,.325,.423,.748,93,6,6,0,1,0,4.219,11.392,37.037,1.688,0.146
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2017,18,-2.8,Missoula,PION,Rk,ARI,52,206,193,29,54,10,4,4,23,4,2,7,26,.280,.320,.435,.756,84,5,5,0,1,0,3.398,12.621,26.923,1.942,0.155
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2017,18,-0.1,Diamondbacks 1,DOSL,FRk,ARI,7,31,27,4,7,2,0,0,1,1,0,3,1,.259,.355,.333,.688,9,1,1,0,0,0,9.677,3.226,300.000,0.000,0.074
Brandon,Leyton,leyton000bra,Right,Arizona Diamondbacks,2018,19,-1.5,Missoula,PION,Rk,ARI,56,230,215,28,59,9,2,6,34,8,3,8,28,.274,.309,.419,.727,90,5,4,0,3,0,3.478,12.174,28.571,2.609,0.145
Bruce,Yari,yari--000bru,Left,Cincinnati Reds,2016,21,1.2,Reds,ARIZ,Rk,CIN,35,152,137,13,37,2,3,1,17,1,0,12,29,.270,.329,.350,.679,48,4,1,0,2,0,7.895,19.079,41.379,0.658,0.080
Bruce,Yari,yari--000bru,Left,Cincinnati Reds,2017,22,0.7,Dayton,MIDW,A,CIN,88,374,329,46,83,17,0,13,54,2,0,41,98,.252,.334,.422,.757,139,6,1,0,3,1,10.963,26.203,41.837,3.476,0.170
Bruce,Yari,yari--000bru,Left,Cincinnati Reds,2018,23,0.6,Daytona,FLOR,A+,CIN,111,449,379,40,103,18,0,5,54,0,3,61,103,.272,.379,.359,.737,136,8,6,0,3,2,13.586,22.940,59.223,1.114,0.087
Hernan,Iribarren,iribar001her,Left,,2004,20,,,,Rk-A,MIL,61,284,256,52,108,12,14,5,46,16,7,24,39,.422,.470,.637,1.106,163,3,0,3,1,2,8.451,13.732,61.538,1.761,0.215
Hernan,Iribarren,iribar001her,Left,,2004,20,-1.8,Beloit,MIDW,A,MIL,15,73,67,12,25,6,5,1,10,1,0,5,16,.373,.411,.657,1.068,44,1,0,0,1,0,6.849,21.918,31.250,1.370,0.284
Hernan,Iribarren,iribar001her,Left,,2004,20,0.0,Brewers,ARIZ,Rk,MIL,46,211,189,40,83,6,9,4,36,15,7,19,23,.439,.490,.630,1.120,119,2,0,3,0,2,9.005,10.900,82.609,1.896,0.191
Hernan,Iribarren,iribar001her,Left,,2005,21,-0.9,West Virginia,SALL,A,MIL,126,560,486,72,141,15,8,4,48,38,15,51,99,.290,.360,.379,.739,184,9,5,13,5,2,9.107,17.679,51.515,0.714,0.089
Hernan,Iribarren,iribar001her,Left,,2006,22,-1.0,Brevard County,FLOR,A+,MIL,108,455,398,50,127,12,4,2,50,19,15,39,57,.319,.376,.384,.761,153,8,1,11,6,0,8.571,12.527,68.421,0.440,0.065
Hernan,Iribarren,iribar001her,Left,,2006-07,22,-4.5,Lara,VEWL,FgW,,13,31,27,3,5,1,0,0,2,0,0,2,5,.185,.233,.222,.456,6,2,0,1,1,0,6.452,16.129,40.000,0.000,0.037
Hernan,Iribarren,iribar001her,Left,,2007,23,-1.4,Huntsville,SOUL,AA,MIL,124,542,479,72,147,23,12,4,53,18,16,44,109,.307,.363,.430,.793,206,3,1,13,5,2,8.118,20.111,40.367,0.738,0.123
Hernan,Iribarren,iribar001her,Left,,2007-08,23,-4.0,Lara,VEWL,FgW,,45,125,105,22,32,5,1,0,7,0,4,14,20,.305,.387,.371,.758,39,1,0,6,0,2,11.200,16.000,70.000,0.000,0.066
Hernan,Iribarren,iribar001her,Left,,2008,24,-4.7,MIL,NL,MLB,MIL,12,15,14,1,2,1,0,0,1,0,0,1,3,.143,.200,.214,.414,3,0,0,0,0,0,6.667,20.000,33.333,0.000,0.071
Hernan,Iribarren,iribar001her,Left,,2008,24,-2.9,Nashville,PCL,AAA,MIL,99,397,361,47,100,17,3,0,30,19,8,28,61,.277,.329,.341,.670,123,6,1,5,2,0,7.053,15.365,45.902,0.000,0.064
Hernan,Iribarren,iribar001her,Left,,2008-09,24,-2.5,Lara,VEWL,FgW,,38,166,144,33,44,5,5,2,14,11,4,20,18,.306,.388,.451,.839,65,1,0,1,1,0,12.048,10.843,111.111,1.205,0.145
Hernan,Iribarren,iribar001her,Left,,2009,25,-3.7,MIL,NL,MLB,MIL,12,14,13,1,3,2,0,0,1,0,0,1,5,.231,.286,.385,.670,5,0,0,0,0,0,7.143,35.714,20.000,0.000,0.154
Hernan,Iribarren,iribar001her,Left,,2009,25,-1.7,Nashville,PCL,AAA,MIL,105,421,379,46,118,19,5,3,54,13,7,28,63,.311,.362,.412,.774,156,3,4,7,3,3,6.651,14.964,44.444,0.713,0.101
Hernan,Iribarren,iribar001her,Left,,2009-10,25,-1.6,Lara,VEWL,FgW,,48,196,175,34,54,12,3,2,21,9,6,15,39,.309,.365,.446,.810,78,4,1,4,1,1,7.653,19.898,38.462,1.020,0.137
Hernan,Iribarren,iribar001her,Left,,2010,26,-0.8,Oklahoma City,PCL,AAA,TEX,128,523,465,62,128,23,2,8,70,10,5,41,79,.275,.333,.385,.718,179,13,2,9,6,3,7.839,15.105,51.899,1.530,0.110
Hernan,Iribarren,iribar001her,Left,,2010-11,26,-0.6,Lara,VEWL,FgW,,46,177,154,31,49,4,4,2,11,8,5,17,26,.318,.384,.435,.819,67,1,0,5,1,0,9.605,14.689,65.385,1.130,0.117
Hernan,Iribarren,iribar001her,Left,,2011-12,27,0.5,Lara,VEWL,FgW,,41,139,123,17,29,1,1,0,6,2,2,11,23,.236,.307,.260,.567,32,4,2,2,1,0,7.914,16.547,47.826,0.000,0.024
Hernan,Iribarren,iribar001her,Left,,2012,28,1.2,Colorado Springs,PCL,AAA,COL,111,436,381,62,115,18,4,1,40,20,3,42,59,.302,.368,.378,.746,144,6,1,7,5,4,9.633,13.532,71.186,0.229,0.076
Hernan,Iribarren,iribar001her,Left,,2012-13,28,1.1,Lara,VEWL,FgW,,34,124,103,25,35,5,3,1,9,2,3,17,14,.340,.433,.476,.909,49,2,0,4,0,1,13.710,11.290,121.429,0.806,0.136
Hernan,Iribarren,iribar001her,Left,,2013,29,2.2,Colorado Springs,PCL,AAA,COL,84,286,253,33,79,12,3,2,32,9,3,23,43,.312,.367,.407,.775,103,4,2,3,5,0,8.042,15.035,53.488,0.699,0.095
Hernan,Iribarren,iribar001her,Left,,2013-14,29,1.5,Lara,VEWL,FgW,,31,86,80,6,18,1,1,0,7,1,2,5,17,.225,.271,.263,.533,21,3,0,1,0,1,5.814,19.767,29.412,0.000,0.038
Hernan,Iribarren,iribar001her,Left,,2014,30,3.1,Louisville,IL,AAA,CIN,99,284,249,29,58,9,2,1,20,1,1,27,45,.233,.304,.297,.601,74,3,0,4,4,1,9.507,15.845,60.000,0.352,0.064
Hernan,Iribarren,iribar001her,Left,,2014-15,30,2.6,Lara,VEWL,FgW,,38,75,65,9,13,1,1,0,2,1,0,10,7,.200,.307,.246,.553,16,4,0,0,0,0,13.333,9.333,142.857,0.000,0.046
Hernan,Iribarren,iribar001her,Left,,2015,31,4.2,Louisville,IL,AAA,CIN,111,458,407,52,104,13,2,1,28,6,3,40,64,.256,.324,.305,.629,124,9,2,8,1,0,8.734,13.974,62.500,0.218,0.049
Hernan,Iribarren,iribar001her,Left,,2015-16,31,3.7,Caribes,VEWL,FgW,,38,109,97,9,22,2,0,0,1,0,1,9,12,.227,.292,.247,.540,24,3,0,3,0,2,8.257,11.009,75.000,0.000,0.020
Hernan,Iribarren,iribar001her,Left,,2016,32,3.8,CIN,NL,MLB,CIN,24,45,45,6,14,0,3,0,2,1,0,0,11,.311,.311,.444,.756,20,2,0,0,0,0,0.000,24.444,0.000,0.000,0.133
Hernan,Iribarren,iribar001her,Left,,2016,32,5.5,Louisville,IL,AAA,CIN,101,410,373,46,122,20,1,3,35,3,5,33,60,.327,.380,.410,.790,153,11,0,2,2,6,8.049,14.634,55.000,0.732,0.083
Hernan,Iribarren,iribar001her,Left,,2016-17,32,5.0,Caribes,VEWL,FgW,,24,114,101,17,31,4,1,1,16,0,2,11,16,.307,.372,.396,.768,40,3,0,1,1,0,9.649,14.035,68.750,0.877,0.089
Hernan,Iribarren,iribar001her,Left,,2017,33,6.3,Louisville,IL,AAA,CIN,91,369,340,40,97,17,2,4,32,2,3,24,43,.285,.331,.382,.713,130,6,0,3,2,0,6.504,11.653,55.814,1.084,0.097
Hernan,Iribarren,iribar001her,Left,,2018,34,7.5,Louisville,IL,AAA,CIN,82,271,249,20,66,19,1,0,15,0,1,22,48,.265,.325,.349,.674,87,9,0,0,0,2,8.118,17.712,45.833,0.000,0.084
Reyny,Reyes,reyes-000rey,Right,Cincinnati Reds,2017,18,-0.1,Rojos,DOSL,FRk,CIN,59,233,208,29,50,9,0,2,19,9,2,16,23,.240,.307,.313,.620,65,5,5,2,2,0,6.867,9.871,69.565,0.858,0.073
Reyny,Reyes,reyes-000rey,Right,Cincinnati Reds,2018,19,-0.4,Reds,ARIZ,Rk,CIN,43,167,157,21,46,5,0,2,14,5,2,8,37,.293,.331,.363,.694,57,1,1,1,0,0,4.790,22.156,21.622,1.198,0.070
Yordeni,Santana,santan000yor,Right,,2017,17,-1.1,Diamondbacks 2,DOSL,FRk,ARI,27,94,85,7,13,0,0,0,5,3,1,5,32,.153,.234,.153,.387,13,1,4,0,0,0,5.319,34.043,15.625,0.000,0.000
Yordeni,Santana,santan000yor,Right,,2018,18,,,,FRk,ARI,26,82,62,13,9,0,0,0,3,1,3,16,19,.145,.354,.145,.499,9,2,4,0,0,0,19.512,23.171,84.211,0.000,0.000
Yordeni,Santana,santan000yor,Right,,2018,18,0.3,Diamondbacks 1,DOSL,FRk,ARI,15,50,37,7,4,0,0,0,2,0,2,11,13,.108,.340,.108,.448,4,1,2,0,0,0,22.000,26.000,84.615,0.000,0.000
Yordeni,Santana,santan000yor,Right,,2018,18,0.3,Diamondbacks 2,DOSL,FRk,ARI,11,32,25,6,5,0,0,0,1,1,1,5,6,.200,.375,.200,.575,5,1,2,0,0,0,15.625,18.750,83.333,0.000,0.000
